10450  0.0015
10460  0.0012
10470  0.001
10480  0.0012
10490  0.0012
10500  0.0015
10510  0.0013
10520  0.0014
10530  0.0014
10540  0.0014
10550  0.0009
10560  0.0011
10570  0.0015
10580  0.0012
10590  0.0015
10600  0.0018
10610  0.0008
10620  0.0006
10630  0.0006
10640  0.0013
10650  0.0012
10660  0.001
10670  0.0006
10680  0.001
10690  0.0011
10700  0.0016
10710  0.0014
10720  0.0011
10730  0.0009
10740  0.0009
10750  0.0005
10760  0.0003
10770  0.0008
10780  0.0008
10790  0.0007
10800  0.0008
10810  0.0004
10820  0.0008
10830  0.0008
10840  0.0009
10850  0.001
10860  0.0013
10870  0.0013
10880  0.0014
10890  0.0006
10900  0.0008
10910  0.0008
10920  0.0008
10930  0.0014
10940  0.0013
10950  0.001
10960  0.0013
10970  0.0014
10980  0.0011
10990  0.001
11000  0.001
